CODE,Country,Date,Confirmed Cases,Daily Confirmed,Deaths,Daily Deaths,Recovered,Daily Recovered,Region,Income Level,GDP,Population
CUB,Cuba,3/22/2020,35,14,1,0,0,0,Latin America & Caribbean,Upper middle income,89688700000,11333483
CRI,Costa Rica,3/30/2020,330,16,2,0,4,1,Latin America & Caribbean,Upper middle income,63460000000,5047561
CRI,Costa Rica,4/25/2020,693,6,6,0,242,26,Latin America & Caribbean,Upper middle income,63460000000,5047561
CRI,Costa Rica,5/30/2020,1047,25,10,0,658,5,Latin America & Caribbean,Upper middle income,63460000000,5047561
ISL,Iceland,3/21/2020,473,64,1,1,22,17,Europe,High income,26821000000,339031
CPV,Cape Verde,4/24/2020,88,6,1,0,1,0,Sub-Saharan Africa,Lower middle income,2208000000,549935
CPV,Cape Verde,5/17/2020,328,0,3,0,84,0,Sub-Saharan Africa,Lower middle income,2208000000,549935
CPV,Cape Verde,5/23/2020,371,9,3,0,142,47,Sub-Saharan Africa,Lower middle income,2208000000,549935
DOM,Dominican Republic,4/4/2020,1488,0,68,0,16,0,Latin America & Caribbean,Upper middle income,90459000000,10738958
DOM,Dominican Republic,4/13/2020,3167,200,177,4,152,21,Latin America & Caribbean,Upper middle income,90459000000,10738958
DOM,Dominican Republic,5/12/2020,10900,266,402,9,3221,351,Latin America & Caribbean,Upper middle income,90459000000,10738958
BEL,Belgium,3/13/2020,559,245,3,0,1,0,Europe,High income,553781000000,11539328
BEL,Belgium,3/19/2020,1795,309,21,7,31,0,Europe,High income,553781000000,11539328
BEL,Belgium,5/19/2020,55791,232,9108,28,14687,30,Europe,High income,553781000000,11539328
IND,India,4/23/2020,23077,1707,721,40,5012,642,South Asia,Lower middle income,3257720000000,1366417754
NAM,Namibia,4/24/2020,16,0,0,0,7,0,Sub-Saharan Africa,Upper middle income,14627000000,2494530
SLE,Sierra Leone,4/25/2020,82,0,2,0,10,0,Sub-Saharan Africa,Low income,4221000000,7813215
SLE,Sierra Leone,4/28/2020,104,11,4,0,12,2,Sub-Saharan Africa,Low income,4221000000,7813215
SGP,Singapore,1/30/2020,10,3,NULL,0,NULL,0,East Asia & Pacific,High income,391875000000,5804337
SGP,Singapore,2/8/2020,33,3,0,0,2,2,East Asia & Pacific,High income,391875000000,5804337
AZE,Bahamas,3/17/2020,1,0,0,0,0,0,Latin America & Caribbean,High income,13710000000,389482
TCD,Chad,5/16/2020,474,46,50,2,111,23,Sub-Saharan Africa,Low income,12547000000,15946876
AUT,Austria,2/26/2020,2,0,0,0,0,0,Europe,High income,481678000000,8955102
CUB,Cuba,4/26/2020,1369,32,54,3,501,64,Latin America & Caribbean,Upper middle income,89688700000,11333483
CUB,Cuba,5/25/2020,1947,6,82,0,1704,15,Latin America & Caribbean,Upper middle income,89688700000,11333483
CUB,Cuba,5/31/2020,2045,20,83,0,1809,14,Latin America & Caribbean,Upper middle income,89688700000,11333483
NER,Niger,3/26/2020,10,3,1,0,0,0,Sub-Saharan Africa,Low income,10628000000,23310715
NER,Niger,3/29/2020,18,8,1,0,0,0,Sub-Saharan Africa,Low income,10628000000,23310715
CAF,Central African Republic,5/3/2020,72,0,0,0,10,0,Sub-Saharan Africa,Low income,2485000000,4745185
CAF,Central African Republic,6/1/2020,1069,58,4,2,23,0,Sub-Saharan Africa,Low income,2485000000,4745185
BRA,Brazil,4/29/2020,79685,6450,5513,430,34132,1588,Latin America & Caribbean,Upper middle income,2062500000000,211049527
BRA,Brazil,5/2/2020,97100,4898,6761,349,40937,2898,Latin America & Caribbean,Upper middle income,2062500000000,211049527
AGO,Angola,5/5/2020,36,1,2,0,11,0,Sub-Saharan Africa,Lower middle income,96426000000,31825295
ARM,Armenia,3/30/2020,482,58,3,0,30,0,Europe,Upper middle income,13868000000,2957731
ARM,Armenia,4/28/2020,1867,59,30,1,866,18,Europe,Upper middle income,13868000000,2957731
ARM,Armenia,5/21/2020,5606,335,70,3,2581,162,Europe,Upper middle income,13868000000,2957731
CRI,Costa Rica,3/21/2020,117,28,2,1,2,2,Latin America & Caribbean,Upper middle income,63460000000,5047561
#N/A,Holy See,4/10/2020,8,0,0,0,2,0,Europe,NULL,NULL,NULL
AZE,Azerbaijan,4/8/2020,822,105,8,0,63,19,Europe,Upper middle income,47429000000,10047718
AZE,Azerbaijan,5/10/2020,2519,97,32,1,1650,30,Europe,Upper middle income,47429000000,10047718
BEL,Belgium,2/16/2020,1,0,0,0,0,0,Europe,High income,553781000000,11539328
RUS,Russia,2/6/2020,2,0,0,0,0,0,Central Asia,Upper middle income,1667460000000,145872256
RUS,Russia,4/4/2020,4731,582,43,9,333,52,Central Asia,Upper middle income,1667460000000,145872256
RWA,Rwanda,4/13/2020,127,1,0,0,42,17,Sub-Saharan Africa,Low income,11062000000,12626950
ARG,Argentina,4/24/2020,3607,172,176,11,976,57,Latin America & Caribbean,Upper middle income,515353000000,44780677
AUS,Australia,5/1/2020,6778,12,93,0,5775,33,East Asia & Pacific,High income,1481460000000,25203198
IND,India,3/25/2020,657,121,12,2,43,3,South Asia,Lower middle income,3257720000000,1366417754
IND,India,3/31/2020,1397,146,35,3,123,21,South Asia,Lower middle income,3257720000000,1366417754
NZL,New Zealand,2/28/2020,1,1,0,0,0,0,East Asia & Pacific,High income,224943000000,4783063
NZL,New Zealand,3/5/2020,3,0,0,0,0,0,East Asia & Pacific,High income,224943000000,4783063
NZL,New Zealand,5/5/2020,1488,2,21,1,1316,14,East Asia & Pacific,High income,224943000000,4783063
NZL,New Zealand,5/28/2020,1504,0,22,0,1481,7,East Asia & Pacific,High income,224943000000,4783063
NIC,Nicaragua,3/31/2020,5,1,1,0,0,0,Latin America & Caribbean,Lower middle income,12459000000,6545502
NIC,Nicaragua,5/5/2020,16,1,5,0,7,0,Latin America & Caribbean,Lower middle income,12459000000,6545502
NIC,Nicaragua,5/8/2020,16,0,5,0,7,0,Latin America & Caribbean,Lower middle income,12459000000,6545502
NIC,Nicaragua,5/28/2020,759,0,35,0,370,0,Latin America & Caribbean,Lower middle income,12459000000,6545502
CAN,Canada,4/14/2020,27035,1355,900,120,8210,452,North America,High income,1832490000000,37411047
CAN,Canada,5/16/2020,77206,1247,5800,121,37832,924,North America,High income,1832490000000,37411047
VCT,Saint Vincent and the Grenadines,3/29/2020,1,0,0,0,1,0,Latin America & Caribbean,Upper middle income,903000000,110589
CAF,Central African Republic,4/30/2020,50,0,0,0,10,0,Sub-Saharan Africa,Low income,2485000000,4745185
BFA,Burkina Faso,3/21/2020,64,24,2,1,5,5,Sub-Saharan Africa,Low income,16266000000,20321378
BFA,Burkina Faso,4/16/2020,546,4,32,0,257,31,Sub-Saharan Africa,Low income,16266000000,20321378
FIN,Finland,4/15/2020,3237,76,72,8,300,0,Europe,High income,289243000000,5532156
GAB,Gabon,3/17/2020,1,0,0,0,0,0,Sub-Saharan Africa,Upper middle income,17893000000,2172579
BTN,Bhutan,3/16/2020,1,0,0,0,0,0,South Asia,Lower middle income,2939000000,763092
BTN,Bhutan,5/16/2020,21,0,0,0,5,0,South Asia,Lower middle income,2939000000,763092
BIH,Bosnia and Herzegovina,3/7/2020,3,1,0,0,0,0,Europe,Upper middle income,21343000000,3301000
BIH,Bosnia and Herzegovina,3/10/2020,5,2,0,0,0,0,Europe,Upper middle income,21343000000,3301000
BIH,Bosnia and Herzegovina,4/8/2020,804,40,34,1,79,11,Europe,Upper middle income,21343000000,3301000
ISR,Israel,3/12/2020,131,22,0,0,4,0,Middle East & North Africa,High income,403961000000,8519377
EGY,Egypt,4/11/2020,1939,145,146,11,426,42,Middle East & North Africa,Lower middle income,331360000000,100388073
AUS,Australia,1/29/2020,5,0,NULL,0,NULL,0,East Asia & Pacific,High income,1481460000000,25203198
AUS,Australia,2/4/2020,13,1,0,0,2,0,East Asia & Pacific,High income,1481460000000,25203198
AUS,Australia,2/27/2020,23,1,0,0,11,0,East Asia & Pacific,High income,1481460000000,25203198
AUS,Australia,3/1/2020,27,2,1,1,11,0,East Asia & Pacific,High income,1481460000000,25203198
AUS,Australia,3/4/2020,52,13,2,1,11,0,East Asia & Pacific,High income,1481460000000,25203198
SGP,Singapore,4/3/2020,1114,65,5,1,282,16,East Asia & Pacific,High income,391875000000,5804337
SGP,Singapore,4/9/2020,1910,287,6,0,460,54,East Asia & Pacific,High income,391875000000,5804337
SGP,Singapore,5/2/2020,17548,447,17,1,1347,79,East Asia & Pacific,High income,391875000000,5804337
PRY,Paraguay,4/28/2020,239,11,9,0,102,9,Latin America & Caribbean,Upper middle income,45376000000,7044636
COD,Congo (Kinshasa),3/14/2020,2,0,0,0,0,0,Sub-Saharan Africa,Low income,52475000000,89561403
COD,Congo (Kinshasa),5/11/2020,1024,33,41,0,141,5,Sub-Saharan Africa,Low income,52475000000,89561403
AFG,Afghanistan,4/3/2020,281,8,6,0,10,0,Central Asia,Low income,20682000000,38041754
AFG,Afghanistan,5/8/2020,3778,215,109,3,472,4,Central Asia,Low income,20682000000,38041754
CAN,Canada,2/10/2020,7,0,0,0,0,0,North America,High income,1832490000000,37411047
GEO,Georgia,4/10/2020,234,16,3,0,54,3,Europe,Upper middle income,18888000000,3996765
IDN,Indonesia,3/9/2020,19,13,0,0,0,0,East Asia & Pacific,Lower middle income,1208860000000,270625568
IDN,Indonesia,4/1/2020,1677,149,157,21,103,22,East Asia & Pacific,Lower middle income,1208860000000,270625568
NPL,Nepal,2/11/2020,1,0,0,0,0,0,South Asia,Low income,33035000000,28608710
MDV,Maldives,4/24/2020,129,21,0,0,16,0,South Asia,Upper middle income,6213000000,530953
MLT,Malta,5/23/2020,609,9,6,0,473,4,Middle East & North Africa,High income,16338000000,440372
BGR,Bulgaria,4/24/2020,1234,137,54,2,197,7,Europe,Upper middle income,71746000000,7000119
SVK,Slovakia,4/29/2020,1391,7,22,2,484,61,Europe,High income,117399000000,5457013
BRA,Brazil,2/28/2020,1,0,0,0,0,0,Latin America & Caribbean,Upper middle income,2062500000000,211049527
BRA,Brazil,3/2/2020,2,0,0,0,0,0,Latin America & Caribbean,Upper middle income,2062500000000,211049527
BRA,Brazil,3/5/2020,4,0,0,0,0,0,Latin America & Caribbean,Upper middle income,2062500000000,211049527
BRA,Brazil,3/8/2020,20,7,0,0,0,0,Latin America & Caribbean,Upper middle income,2062500000000,211049527
ISR,Israel,5/9/2020,16454,18,247,2,11376,147,Middle East & North Africa,High income,403961000000,8519377
CHN,China,2/6/2020,30553,3144,632,70,1476,361,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,2/12/2020,44699,372,1116,5,5079,444,East Asia & Pacific,Upper middle income,15468100000000,1433783686
AZE,Azerbaijan,4/5/2020,584,63,7,2,32,0,Europe,Upper middle income,47429000000,10047718
AZE,Azerbaijan,4/14/2020,1197,49,13,1,351,62,Europe,Upper middle income,47429000000,10047718
AUS,Australia,3/27/2020,3143,333,13,0,194,22,East Asia & Pacific,High income,1481460000000,25203198
AUS,Australia,4/2/2020,5116,254,24,4,520,98,East Asia & Pacific,High income,1481460000000,25203198
AUS,Australia,5/30/2020,7192,8,103,0,6614,9,East Asia & Pacific,High income,1481460000000,25203198
PRT,Portugal,3/25/2020,2995,633,43,10,22,0,Europe,High income,249912000000,10226187
BHR,Bahrain,3/15/2020,214,4,0,0,60,16,Middle East & North Africa,High income,40707000000,1641172
BHR,Bahrain,4/13/2020,1361,225,6,0,591,33,Middle East & North Africa,High income,40707000000,1641172
CHE,Switzerland,4/2/2020,18827,1059,536,48,4013,1046,Europe,High income,740702000000,8591365
KOR,"Korea, South",1/26/2020,3,1,NULL,0,NULL,0,East Asia & Pacific,High income,1744360000000,51225308
KOR,"Korea, South",5/1/2020,10780,6,250,2,9123,51,East Asia & Pacific,High income,1744360000000,51225308
CHE,Switzerland,3/7/2020,268,54,1,0,3,0,Europe,High income,740702000000,8591365
CHE,Switzerland,4/8/2020,23280,1027,895,74,9800,1096,Europe,High income,740702000000,8591365
CHE,Switzerland,5/4/2020,29981,76,1784,22,25200,700,Europe,High income,740702000000,8591365
ITA,Italy,2/4/2020,2,0,0,0,0,0,Europe,High income,2090450000000,60550075
ITA,Italy,3/7/2020,5883,1247,233,36,589,66,Europe,High income,2090450000000,60550075
CMR,Cameroon,5/2/2020,2077,245,64,3,953,19,Sub-Saharan Africa,Lower middle income,42047000000,25876380
CAN,Canada,2/13/2020,7,0,0,0,1,0,North America,High income,1832490000000,37411047
CAN,Canada,3/16/2020,415,165,4,3,9,1,North America,High income,1832490000000,37411047
CAN,Canada,3/19/2020,800,143,9,1,9,0,North America,High income,1832490000000,37411047
CAN,Canada,3/22/2020,1470,192,21,2,0,0,North America,High income,1832490000000,37411047
BRB,Barbados,4/13/2020,72,1,4,0,13,2,Latin America & Caribbean,High income,5339000000,287025
SYR,Syria,4/27/2020,43,0,3,0,19,5,Middle East & North Africa,Low income,22163075121,17070135
SYR,Syria,4/30/2020,43,0,3,0,21,0,Middle East & North Africa,Low income,22163075121,17070135
SYR,Syria,5/26/2020,121,15,4,0,41,0,Middle East & North Africa,Low income,22163075121,17070135
BGD,Bangladesh,5/16/2020,20995,930,314,16,4117,235,South Asia,Lower middle income,343279000000,163046161
BGD,Bangladesh,5/19/2020,25121,1251,370,21,4993,408,South Asia,Lower middle income,343279000000,163046161
ECU,Ecuador,4/23/2020,11183,333,560,23,1328,66,Latin America & Caribbean,Upper middle income,107730000000,17373662
LBN,Lebanon,4/22/2020,682,5,22,1,113,5,Middle East & North Africa,Upper middle income,60620000000,6855713
DZA,Algeria,4/15/2020,2160,90,336,10,708,17,Middle East & North Africa,Upper middle income,193056000000,43053054
BRA,Brazil,5/28/2020,438238,26417,26754,1156,177604,10957,Latin America & Caribbean,Upper middle income,2062500000000,211049527
SVN,Slovenia,3/27/2020,632,70,9,3,10,0,Europe,High income,58213000000,2078654
DOM,Dominican Republic,4/7/2020,1956,128,98,12,36,3,Latin America & Caribbean,Upper middle income,90459000000,10738958
DOM,Dominican Republic,4/10/2020,2620,271,126,8,98,18,Latin America & Caribbean,Upper middle income,90459000000,10738958
KAZ,Kazakhstan,3/16/2020,10,1,0,0,0,0,Central Asia,Upper middle income,177322000000,18551427
KAZ,Kazakhstan,4/14/2020,1232,141,14,2,203,65,Central Asia,Upper middle income,177322000000,18551427
LUX,Luxembourg,5/1/2020,3802,18,92,2,3213,0,Europe,High income,73693000000,615729
LUX,Luxembourg,5/27/2020,4001,6,110,0,3791,8,Europe,High income,73693000000,615729
SAU,Saudi Arabia,3/21/2020,392,48,0,0,16,8,Middle East & North Africa,High income,790062000000,34268528
SAU,Saudi Arabia,4/19/2020,9362,1088,97,5,1398,69,Middle East & North Africa,High income,790062000000,34268528
FRA,France,4/13/2020,137875,4205,14986,574,28001,532,Europe,High income,2876050000000,65129728
FRA,France,4/16/2020,147091,12509,17941,753,33327,1857,Europe,High income,2876050000000,65129728
FRA,France,4/19/2020,154097,4948,19744,399,37183,596,Europe,High income,2876050000000,65129728
AFG,Afghanistan,3/11/2020,7,2,0,0,0,0,Central Asia,Low income,20682000000,38041754
AFG,Afghanistan,4/9/2020,484,40,15,1,32,3,Central Asia,Low income,20682000000,38041754
FRA,France,3/18/2020,9052,1369,148,0,12,0,Europe,High income,2876050000000,65129728
FRA,France,5/21/2020,181951,251,28218,83,63976,504,Europe,High income,2876050000000,65129728
MDA,Moldova,4/15/2020,2049,115,46,6,171,37,Europe,Lower middle income,12793000000,4043263
KEN,Kenya,5/15/2020,781,23,45,3,284,0,Sub-Saharan Africa,Lower middle income,109116000000,52573973
KSV,Kosovo,4/18/2020,510,30,12,0,93,9,Europe,Upper middle income,7939000000,1810463
KSV,Kosovo,5/20/2020,989,0,29,0,769,0,Europe,Upper middle income,7939000000,1810463
KSV,Kosovo,5/26/2020,1038,0,30,0,791,0,Europe,Upper middle income,7939000000,1810463
JOR,Jordan,3/26/2020,212,40,0,0,1,0,Middle East & North Africa,Upper middle income,46451000000,10101694
BGR,Bulgaria,3/23/2020,201,14,3,0,3,0,Europe,Upper middle income,71746000000,7000119
BGR,Bulgaria,4/30/2020,1506,59,66,2,266,23,Europe,Upper middle income,71746000000,7000119
FJI,Fiji,3/19/2020,1,1,0,0,0,0,East Asia & Pacific,Upper middle income,5671000000,889953
FJI,Fiji,3/22/2020,2,1,0,0,0,0,East Asia & Pacific,Upper middle income,5671000000,889953
HTI,Haiti,5/28/2020,1320,0,34,0,22,0,Latin America & Caribbean,Low income,9648000000,11263770
BFA,Burkina Faso,5/18/2020,796,0,51,0,652,8,Sub-Saharan Africa,Low income,16266000000,20321378
SOM,Somalia,4/6/2020,7,0,0,0,1,0,Sub-Saharan Africa,Low income,8341000000,15442905
SOM,Somalia,4/9/2020,12,0,1,0,1,0,Sub-Saharan Africa,Low income,8341000000,15442905
DJI,Djibouti,4/14/2020,363,65,2,0,53,12,Middle East & North Africa,Lower middle income,2599000000,973560
BEL,Belgium,3/22/2020,3401,586,75,8,263,0,Europe,High income,553781000000,11539328
BEL,Belgium,4/20/2020,39983,1487,5828,145,8895,138,Europe,High income,553781000000,11539328
BEL,Belgium,5/13/2020,53981,202,8843,82,13937,205,Europe,High income,553781000000,11539328
BTN,Bhutan,3/13/2020,1,0,0,0,0,0,South Asia,Lower middle income,2939000000,763092
BTN,Bhutan,4/11/2020,5,0,0,0,2,0,South Asia,Lower middle income,2939000000,763092
BTN,Bhutan,5/10/2020,7,0,0,0,5,0,South Asia,Lower middle income,2939000000,763092
SEN,Senegal,5/25/2020,3130,83,35,0,1515,59,Sub-Saharan Africa,Lower middle income,28062000000,16296364
SWZ,Eswatini,3/21/2020,1,0,0,0,0,0,Sub-Saharan Africa,Lower middle income,4711000000,1148130
SWZ,Eswatini,5/24/2020,250,12,2,0,156,37,Sub-Saharan Africa,Lower middle income,4711000000,1148130
NAM,Namibia,4/1/2020,14,3,0,0,2,0,Sub-Saharan Africa,Upper middle income,14627000000,2494530
MMR,Burma,3/28/2020,8,0,0,0,0,0,East Asia & Pacific,Lower middle income,71403000000,54045420
BHR,Bahrain,3/21/2020,305,20,1,0,125,25,Middle East & North Africa,High income,40707000000,1641172
KOR,"Korea, South",4/25/2020,10728,10,242,2,8717,82,East Asia & Pacific,High income,1744360000000,51225308
ZAF,South Africa,5/21/2020,19137,1134,369,30,8950,0,Sub-Saharan Africa,Upper middle income,386727000000,58558270
LKA,Sri Lanka,2/7/2020,1,0,0,0,0,0,South Asia,Upper middle income,89942000000,21323733
LKA,Sri Lanka,3/10/2020,1,0,0,0,1,0,South Asia,Upper middle income,89942000000,21323733
LKA,Sri Lanka,4/11/2020,198,8,7,0,54,0,South Asia,Upper middle income,89942000000,21323733
PHL,Philippines,4/22/2020,6710,111,446,9,693,39,East Asia & Pacific,Lower middle income,389048000000,108116615
PHL,Philippines,5/12/2020,11350,264,751,25,2106,107,East Asia & Pacific,Lower middle income,389048000000,108116615
COD,Congo (Kinshasa),3/17/2020,3,1,0,0,0,0,Sub-Saharan Africa,Low income,52475000000,89561403
COD,Congo (Kinshasa),4/12/2020,234,11,20,0,16,0,Sub-Saharan Africa,Low income,52475000000,89561403
BDI,Burundi,5/20/2020,42,0,1,0,20,0,Sub-Saharan Africa,Low income,3714000000,10864245
MDV,Maldives,5/26/2020,1438,43,5,1,197,42,South Asia,Upper middle income,6213000000,530953
MLT,Malta,3/29/2020,151,2,0,0,2,0,Middle East & North Africa,High income,16338000000,440372
MLT,Malta,4/24/2020,447,2,3,0,223,19,Middle East & North Africa,High income,16338000000,440372
MLT,Malta,4/27/2020,450,2,4,0,286,4,Middle East & North Africa,High income,16338000000,440372
MLT,Malta,5/26/2020,611,0,6,0,485,0,Middle East & North Africa,High income,16338000000,440372
AUT,Austria,3/26/2020,6909,1321,49,19,112,103,Europe,High income,481678000000,8955102
AUT,Austria,3/3/2020,21,3,0,0,0,0,Europe,High income,481678000000,8955102
AUT,Austria,2/29/2020,9,6,0,0,0,0,Europe,High income,481678000000,8955102
DNK,Denmark,3/27/2020,2200,177,52,11,57,7,Europe,High income,364546000000,5771876
DNK,Denmark,4/19/2020,7580,143,355,9,4328,297,Europe,High income,364546000000,5771876
DNK,Denmark,4/25/2020,8643,235,418,15,5858,143,Europe,High income,364546000000,5771876
JPN,Japan,2/10/2020,26,0,0,0,4,3,East Asia & Pacific,High income,5495420000000,126860301
COM,Comoros,5/30/2020,106,19,2,0,26,2,Sub-Saharan Africa,Lower middle income,1178000000,832322
MCO,Monaco,4/13/2020,93,0,1,0,6,0,Europe,High income,6468000877,38964
MCO,Monaco,4/16/2020,93,0,3,0,12,0,Europe,High income,6468000877,38964
MCO,Monaco,5/15/2020,96,0,4,0,87,0,Europe,High income,6468000877,38964
MNE,Montenegro,3/19/2020,3,2,0,0,0,0,Europe,Upper middle income,5740000000,627987
MNE,Montenegro,5/16/2020,324,0,9,0,311,0,Europe,Upper middle income,5740000000,627987
MAR,Morocco,4/24/2020,3758,190,158,3,486,30,Middle East & North Africa,Lower middle income,129056000000,36471769
MAR,Morocco,4/30/2020,4423,102,170,2,984,56,Middle East & North Africa,Lower middle income,129056000000,36471769
MAR,Morocco,5/29/2020,7714,71,202,0,5271,76,Middle East & North Africa,Lower middle income,129056000000,36471769
DEU,Germany,3/9/2020,1176,136,2,2,18,0,Europe,High income,4157120000000,83517045
Gibraltar,Gibraltar,3/10/2020,1,0,0,0,1,1,Europe,NULL,NULL,NULL
SRB,Serbia,5/16/2020,10496,58,228,3,4479,178,Europe,Upper middle income,56886000000,8772235
CZE,Czechia,4/19/2020,6746,140,186,5,1298,71,Europe,High income,259736000000,10689209
SLV,El Salvador,3/24/2020,5,2,0,0,0,0,Latin America & Caribbean,Lower middle income,28202000000,6453553
SLV,El Salvador,4/28/2020,345,22,8,0,97,8,Latin America & Caribbean,Lower middle income,28202000000,6453553
FRA,France,1/29/2020,5,1,NULL,0,NULL,0,Europe,High income,2876050000000,65129728
NZL,New Zealand,4/1/2020,708,61,1,0,83,9,East Asia & Pacific,High income,224943000000,4783063
NZL,New Zealand,5/12/2020,1497,0,21,0,1402,4,East Asia & Pacific,High income,224943000000,4783063
NIC,Nicaragua,3/24/2020,2,0,0,0,0,0,Latin America & Caribbean,Lower middle income,12459000000,6545502
NIC,Nicaragua,3/27/2020,2,0,1,1,0,0,Latin America & Caribbean,Lower middle income,12459000000,6545502
NIC,Nicaragua,4/28/2020,13,0,3,0,7,0,Latin America & Caribbean,Lower middle income,12459000000,6545502
NPL,Nepal,4/10/2020,9,0,0,0,1,0,South Asia,Low income,33035000000,28608710
NPL,Nepal,5/9/2020,110,8,0,0,31,0,South Asia,Low income,33035000000,28608710
CAN,Canada,3/28/2020,5576,894,61,7,466,210,North America,High income,1832490000000,37411047
CAN,Canada,4/26/2020,47147,1654,2663,114,16883,870,North America,High income,1832490000000,37411047
CAN,Canada,5/22/2020,83947,1205,6360,93,42608,877,North America,High income,1832490000000,37411047
CAN,Canada,5/28/2020,89976,987,6982,106,46961,713,North America,High income,1832490000000,37411047
TCD,Chad,3/25/2020,3,0,0,0,0,0,Sub-Saharan Africa,Low income,12547000000,15946876
VCT,Saint Vincent and the Grenadines,4/11/2020,12,0,0,0,1,0,Latin America & Caribbean,Upper middle income,903000000,110589
CAF,Central African Republic,4/2/2020,3,0,0,0,0,0,Sub-Saharan Africa,Low income,2485000000,4745185
CAF,Central African Republic,5/1/2020,72,22,0,0,10,0,Sub-Saharan Africa,Low income,2485000000,4745185
ARM,Armenia,3/14/2020,18,10,0,0,0,0,Europe,Upper middle income,13868000000,2957731
ARM,Armenia,3/17/2020,78,26,0,0,1,1,Europe,Upper middle income,13868000000,2957731
AZE,Azerbaijan,5/23/2020,3982,127,49,3,2506,107,Europe,Upper middle income,47429000000,10047718
AZE,Azerbaijan,5/26/2020,4403,132,52,1,2819,78,Europe,Upper middle income,47429000000,10047718
BTN,Bhutan,5/26/2020,27,0,0,0,6,0,South Asia,Lower middle income,2939000000,763092
BTN,Bhutan,6/1/2020,43,0,0,0,6,0,South Asia,Lower middle income,2939000000,763092
BEL,Belgium,2/6/2020,1,0,0,0,0,0,Europe,High income,553781000000,11539328
BEL,Belgium,3/3/2020,13,5,0,0,1,0,Europe,High income,553781000000,11539328
BHR,Bahrain,3/8/2020,85,0,0,0,4,0,Middle East & North Africa,High income,40707000000,1641172
BHR,Bahrain,4/3/2020,672,29,4,0,382,1,Middle East & North Africa,High income,40707000000,1641172
BHR,Bahrain,4/6/2020,756,56,4,0,458,27,Middle East & North Africa,High income,40707000000,1641172
BHR,Bahrain,5/28/2020,10052,360,15,0,5419,267,Middle East & North Africa,High income,40707000000,1641172
EGY,Egypt,3/17/2020,196,46,4,2,32,5,Middle East & North Africa,Lower middle income,331360000000,100388073
EGY,Egypt,5/20/2020,14229,745,680,21,3994,252,Middle East & North Africa,Lower middle income,331360000000,100388073
NZL,New Zealand,4/16/2020,1401,15,9,0,770,42,East Asia & Pacific,High income,224943000000,4783063
NGA,Nigeria,5/7/2020,3526,381,107,4,601,67,Sub-Saharan Africa,Lower middle income,496122000000,200963599
NGA,Nigeria,5/30/2020,9855,553,273,12,2856,159,Sub-Saharan Africa,Lower middle income,496122000000,200963599
NGA,Nigeria,6/2/2020,10819,241,314,15,3240,118,Sub-Saharan Africa,Lower middle income,496122000000,200963599
KHM,Cambodia,1/27/2020,1,1,NULL,0,NULL,0,East Asia & Pacific,Lower middle income,29309000000,16486542
DMA,Dominica,3/24/2020,2,0,0,0,0,0,Latin America & Caribbean,Upper middle income,590000000,71808
DMA,Dominica,4/22/2020,16,0,0,0,9,1,Latin America & Caribbean,Upper middle income,590000000,71808
DMA,Dominica,4/28/2020,16,0,0,0,13,0,Latin America & Caribbean,Upper middle income,590000000,71808
CPV,Cape Verde,5/1/2020,122,1,1,0,18,14,Sub-Saharan Africa,Lower middle income,2208000000,549935
DMA,Dominica,5/21/2020,16,0,0,0,16,0,Latin America & Caribbean,Upper middle income,590000000,71808
HTI,Haiti,4/16/2020,41,0,3,0,0,0,Latin America & Caribbean,Low income,9648000000,11263770
CZE,Czechia,3/28/2020,2631,352,11,2,11,0,Europe,High income,259736000000,10689209
CZE,Czechia,5/25/2020,9002,47,317,2,6182,104,Europe,High income,259736000000,10689209
DJI,Djibouti,4/21/2020,945,99,2,0,112,10,Middle East & North Africa,Lower middle income,2599000000,973560
AZE,Azerbaijan,4/24/2020,1592,44,21,1,1013,65,Europe,Upper middle income,47429000000,10047718
ARG,Argentina,4/14/2020,2277,69,102,5,559,44,Latin America & Caribbean,Upper middle income,515353000000,44780677
PRT,Portugal,4/10/2020,15472,1516,435,26,233,28,Europe,High income,249912000000,10226187
PRT,Portugal,4/13/2020,16934,349,535,31,277,0,Europe,High income,249912000000,10226187
QAT,Qatar,3/12/2020,262,0,0,0,0,0,Middle East & North Africa,High income,204008000000,2832067
QAT,Qatar,4/7/2020,2057,225,6,2,150,19,Middle East & North Africa,High income,204008000000,2832067
QAT,Qatar,4/10/2020,2512,136,6,0,227,21,Middle East & North Africa,High income,204008000000,2832067
Hong Kong,Hong Kong,3/4/2020,105,5,2,0,37,0,East Asia & Pacific,NULL,NULL,NULL
Hong Kong,Hong Kong,3/7/2020,108,1,2,0,51,5,East Asia & Pacific,NULL,NULL,NULL
MDA,Moldova,4/2/2020,505,82,6,1,23,0,Europe,Lower middle income,12793000000,4043263
NZL,New Zealand,3/21/2020,52,13,0,0,0,0,East Asia & Pacific,High income,224943000000,4783063
SGP,Singapore,5/21/2020,29812,448,23,1,12117,910,East Asia & Pacific,High income,391875000000,5804337
BGD,Bangladesh,5/6/2020,11719,790,186,3,1403,0,South Asia,Lower middle income,343279000000,163046161
BGR,Bulgaria,4/5/2020,531,28,20,3,37,3,Europe,Upper middle income,71746000000,7000119
